3423.59,4438.97,4588.72,4121.54,4483.59,4546.67,4272.82,4193.85,4348.72,4679.49,4670.26,4831.79,4882.56,4633.33,
3420.51,4439.49,4588.72,4121.54,4483.59,4546.67,4274.36,4195.38,4347.18,4680.51,4672.31,4828.72,4878.97,4635.38,
3420.51,4438.97,4583.08,4121.54,4483.59,4544.62,4274.36,4218.97,4353.33,4684.62,4672.82,4826.15,4879.49,4633.85,
3422.05,4439.49,4584.62,4122.05,4481.54,4544.62,4274.36,4219.49,4351.28,4684.62,4672.31,4828.21,4885.13,4632.82,
3419.49,4439.49,4585.64,4120,4480.51,4547.69,4272.82,4227.18,4352.82,4680.51,4669.74,4826.67,4882.56,4633.33,
3417.95,4438.46,4582.05,4120.51,4481.54,4546.15,4270.77,4244.1,4355.38,4680,4670.77,4825.13,4877.95,4634.87,
3417.44,4435.9,4584.1,4121.54,4481.54,4543.08,4272.82,4237.95,4350.77,4681.54,4674.36,4827.18,4882.56,4634.36,
3410.77,4434.87,4585.13,4119.49,4481.54,4544.62,4275.38,4240.51,4354.87,4683.08,4672.31,4827.18,4884.62,4631.28,
3411.79,4437.95,4583.59,4121.54,4482.05,4549.23,4274.36,4233.85,4353.85,4685.64,4669.23,4827.18,4883.59,4632.82,
3416.92,4438.97,4583.08,4122.05,4482.05,4547.18,4276.41,4220.51,4349.23,4685.13,4672.31,4827.69,4882.05,4634.87,
3417.95,4436.41,4588.21,4120,4482.05,4545.64,4279.49,4212.82,4351.79,4680,4673.85,4828.21,4882.05,4631.79,
3420.51,4436.41,4592.82,4124.62,4482.05,4548.21,4278.46,4201.03,4350.77,4681.54,4672.31,4829.23,4883.08,4632.82,
3421.54,4435.38,4589.74,4125.13,4481.54,4546.15,4272.82,4192.82,4348.21,4686.67,4673.33,4826.67,4883.08,4636.92,
3424.62,4434.36,4590.77,4123.08,4481.03,4545.13,4269.23,4185.13,4345.64,4685.13,4672.82,4826.15,4884.1,4635.38,
3426.67,4435.9,4595.9,4125.13,4481.54,4546.67,4270.26,4182.05,4345.13,4685.13,4672.31,4830.26,4884.1,4635.38,
3425.64,4437.95,4595.9,4126.15,4480,4545.13,4271.28,4179.49,4342.56,4687.18,4674.36,4833.33,4885.64,4637.95,
3426.67,4441.54,4596.41,4126.15,4480.51,4546.15,4270.26,4171.79,4339.49,4684.1,4672.31,4832.31,4885.64,4635.9,
3426.67,4442.05,4595.38,4127.69,4481.54,4549.74,4269.74,4171.28,4344.1,4684.1,4668.72,4827.69,4883.59,4632.82,
3427.69,4441.54,4594.36,4129.23,4481.54,4549.74,4272.31,4173.33,4344.1,4687.18,4671.28,4828.21,4882.56,4634.36,
3428.72,4441.54,4596.41,4128.21,4481.54,4549.23,4275.38,4171.28,4342.56,4683.08,4673.33,4830.77,4884.62,4635.38,
3425.13,4441.03,4596.41,4127.69,4482.05,4549.74,4274.36,4169.74,4345.64,4681.03,4671.28,4827.69,4884.1,4633.85,
3427.69,4442.56,4595.38,4133.33,4482.56,4549.74,4271.79,4171.28,4344.62,4684.62,4671.79,4826.15,4882.56,4633.85,
3430.26,4443.59,4597.44,4133.33,4483.08,4548.72,4272.82,4171.79,4341.54,4685.64,4673.85,4826.15,4886.15,4635.9,
3426.15,4442.56,4596.92,4127.18,4483.59,4549.23,4273.33,4168.72,4341.03,4685.13,4672.82,4825.64,4884.62,4635.9,
3425.13,4442.56,4597.44,4128.21,4485.13,4550.26,4274.36,4168.72,4343.08,4686.15,4672.82,4826.15,4877.95,4633.85,
3426.67,4442.56,4600,4130.26,4486.15,4548.72,4273.33,4171.28,4344.1,4681.54,4674.87,4826.67,4879.49,4631.79,
3427.18,4443.59,4599.49,4127.69,4484.1,4548.21,4272.31,4170.77,4342.05,4678.46,4674.87,4825.64,4884.62,4634.36,
3428.72,4444.62,4597.95,4126.15,4482.56,4550.26,4274.36,4168.72,4343.08,4682.56,4673.33,4827.18,4883.59,4636.41,
3428.72,4443.08,4596.41,4130.26,4482.56,4549.74,4272.82,4168.72,4346.15,4683.59,4673.33,4828.72,4882.56,4635.38,
3428.72,4440.51,4595.38,4131.79,4481.54,4547.18,4270.26,4168.72,4345.13,4682.05,4674.36,4825.13,4882.05,4635.38,
3430.77,4440,4596.41,4128.72,4482.05,4545.13,4273.33,4169.23,4343.59,4682.56,4672.82,4825.13,4880.51,4634.36,
3430.77,4443.08,4598.97,4129.74,4484.1,4546.67,4274.36,4169.23,4344.1,4683.08,4672.31,4828.72,4882.05,4633.33,
3426.67,4442.05,4599.49,4131.28,4482.56,4546.15,4271.28,4168.72,4343.59,4682.56,4672.82,4828.21,4883.59,4635.38,
3426.15,4440.51,4598.97,4129.23,4481.54,4545.64,4271.79,4170.26,4344.1,4682.56,4672.31,4825.13,4884.1,4637.44,
3429.74,4442.56,4599.49,4127.69,4483.59,4547.18,4273.33,4170.77,4344.62,4682.56,4670.77,4825.64,4885.64,4635.9,
3429.74,4442.05,4598.97,4129.23,4483.08,4549.23,4271.28,4169.74,4342.56,4682.56,4671.79,4826.15,4885.13,4634.87,
3428.21,4441.54,4597.95,4132.31,4480.51,4548.21,4271.28,4168.72,4342.05,4682.56,4674.36,4826.67,4884.62,4636.92,
3426.15,4443.59,4596.41,4133.33,4479.49,4546.67,4271.79,4169.23,4343.59,4682.56,4673.33,4827.69,4886.15,4632.82,
3426.67,4446.15,4596.41,4133.85,4481.54,4550.26,4271.79,4168.72,4344.62,4682.56,4671.79,4826.15,4883.59,4630.77,
3429.74,4446.15,4597.95,4134.87,4483.59,4550.77,4271.79,4167.18,4342.56,4682.56,4673.33,4825.64,4880,4634.87,
3429.23,4444.62,4599.49,4133.33,4484.62,4547.69,4271.79,4166.67,4340.51,4682.56,4674.87,4826.67,4881.03,4635.38,
3427.69,4444.1,4599.49,4131.28,4484.1,4547.69,4270.77,4168.72,4340.51,4682.56,4673.33,4823.59,4882.05,4634.36,
3431.28,4443.59,4599.49,4131.28,4482.56,4548.72,4271.79,4170.77,4342.56,4682.56,4673.33,4822.05,4883.08,4633.33,
3431.79,4444.62,4600,4131.79,4482.56,4548.72,4273.33,4170.26,4345.13,4682.56,4672.31,4824.62,4883.59,4631.28,
3428.21,4443.59,4600.51,4132.31,4483.59,4548.72,4271.79,4169.23,4344.62,4682.56,4670.77,4825.64,4881.03,4634.36,
3427.69,4441.03,4599.49,4133.85,4482.56,4548.72,4271.28,4169.74,4342.56,4682.56,4672.82,4824.1,4881.03,4638.97,
3428.72,4442.05,4597.95,4135.38,4482.56,4548.72,4274.36,4168.72,4341.54,4683.08,4672.31,4823.59,4884.62,4635.38,
3428.21,4443.08,4598.97,4133.85,4483.08,4549.23,4274.87,4165.64,4341.03,4682.05,4668.72,4824.62,4883.08,4632.31,
3427.69,4444.62,4598.46,4133.33,4483.59,4549.23,4273.33,4168.21,4342.56,4683.08,4668.72,4825.64,4880,4634.36,
3427.18,4444.62,4597.95,4134.87,4485.13,4549.23,4272.82,4171.79,4342.05,4685.64,4673.33,4825.64,4881.54,4634.36,
3427.18,4442.05,4600,4133.33,4484.1,4548.21,4274.36,4169.23,4341.03,4684.1,4673.33,4825.13,4883.08,4635.38,
3428.21,4443.59,4600.51,4132.31,4483.59,4546.67,4276.41,4167.69,4342.56,4680,4671.79,4824.62,4881.54,4636.92,
3428.21,4446.67,4598.97,4134.36,4485.13,4547.69,4274.36,4169.74,4344.1,4678.46,4673.33,4824.1,4878.46,4634.87,
3426.67,4445.13,4597.44,4133.33,4483.59,4549.23,4269.23,4169.74,4345.13,4681.54,4673.33,4823.59,4880,4633.85,
3427.18,4444.62,4597.44,4131.79,4482.05,4547.18,4270.77,4167.69,4346.67,4685.13,4671.28,4824.1,4885.64,4635.9,
3429.23,4446.67,4601.03,4133.85,4483.59,4546.15,4275.38,4167.18,4346.15,4684.1,4671.28,4824.62,4886.67,4635.38,
3428.72,4445.13,4601.03,4135.38,4483.59,4549.23,4275.9,4169.74,4344.1,4679.49,4672.31,4826.15,4882.56,4632.82,
3428.72,4442.56,4598.97,4134.87,4481.54,4550.77,4271.79,4170.77,4343.08,4678.46,4672.31,4825.64,4883.08,4633.85,
3430.26,4444.1,4597.95,4134.36,4484.1,4549.23,4272.31,4168.72,4342.56,4681.54,4671.79,4824.62,4885.13,4636.92,
3429.74,4446.15,4597.95,4134.36,4484.1,4548.21,4273.33,4168.72,4341.54,4681.03,4671.28,4823.08,4884.1,4636.92,
3428.21,4444.62,4600,4134.87,4480.51,4547.18,4270.77,4170.77,4343.08,4678.97,4670.26,4823.08,4883.08,4636.41,
3428.72,4445.13,4600.51,4135.9,4482.05,4547.18,4272.82,4170.77,4345.13,4681.03,4670.26,4823.59,4882.56,4636.92,
3428.21,4444.62,4598.97,4134.36,4484.1,4549.23,4276.41,4168.72,4345.64,4685.13,4672.82,4822.56,4882.56,4635.38,
3427.69,4443.08,4600,4133.33,4481.54,4548.72,4275.38,4169.23,4345.64,4686.15,4675.38,4822.05,4883.08,4633.85,
3430.26,4444.62,4601.03,4135.9,4482.56,4547.69,4274.36,4171.28,4345.13,4685.13,4673.33,4822.56,4881.54,4634.36,
3431.79,4444.62,4598.97,4135.9,4484.1,4548.21,4274.36,4171.28,4343.59,4684.62,4671.28,4824.1,4880,4634.36,
3430.26,4446.67,4597.95,4134.36,4481.54,4548.72,4274.87,4171.79,4341.54,4682.05,4671.79,4824.1,4884.1,4635.38,
3428.72,4447.69,4600,4134.36,4481.03,4546.67,4273.33,4170.77,4341.54,4681.03,4672.82,4823.59,4885.64,4635.9,
3430.77,4445.13,4599.49,4135.9,4482.05,4546.67,4271.79,4169.23,4343.59,4681.54,4671.79,4823.08,4882.05,4633.33,
3430.26,4446.15,4601.03,4136.41,4482.05,4549.74,4271.79,4169.74,4344.62,4680,4672.31,4823.59,4882.05,4632.82,
3427.18,4446.67,4603.08,4134.87,4482.05,4547.69,4269.23,4170.26,4343.08,4680,4674.36,4823.08,4882.56,4634.87,
3430.26,4445.13,4600,4136.92,4481.54,4547.69,4270.77,4169.74,4342.05,4681.54,4672.31,4821.03,4883.59,4633.85,
3432.82,4444.1,4598.46,4136.92,4480,4550.77,4276.41,4170.26,4343.08,4681.54,4670.26,4823.08,4885.13,4633.33,
3430.26,4445.64,4604.1,4135.38,4480.51,4549.23,4274.36,4170.77,4343.08,4681.03,4671.79,4825.64,4883.08,4635.38,
3427.18,4447.69,4605.64,4136.92,4483.59,4548.72,4271.28,4168.72,4343.08,4681.54,4672.31,4824.62,4882.56,4635.9,
3428.21,4442.56,4602.05,4135.9,4483.08,4550.26,4272.82,4167.69,4342.05,4681.03,4670.77,4824.1,4881.54,4633.85,
3430.77,4442.56,4599.49,4134.87,4483.08,4549.74,4275.9,4170.26,4342.05,4681.03,4671.28,4825.64,4882.05,4634.87,
3430.26,4448.21,4599.49,4132.82,4482.56,4548.72,4273.85,4171.79,4345.13,4681.03,4672.31,4825.64,4884.1,4635.38,
3429.74,4445.13,4601.03,4131.28,4481.03,4549.23,4269.23,4169.23,4345.13,4681.03,4670.26,4826.15,4884.62,4635.9,
3430.26,4444.1,4600.51,4136.41,4482.56,4549.74,4272.82,4169.23,4343.59,4681.03,4668.72,4825.64,4882.05,4636.92,
3429.74,4448.21,4600,4138.46,4483.08,4547.69,4275.9,4172.31,4344.62,4681.03,4670.26,4825.13,4878.46,4634.87,
3430.26,4448.21,4603.59,4135.9,4480,4548.21,4273.33,4170.77,4343.59,4681.03,4672.31,4824.1,4880,4635.9,
3429.23,4444.1,4602.05,4133.85,4481.03,4550.77,4271.79,4168.72,4342.56,4681.03,4672.31,4823.08,4884.1,4637.95,
3428.21,4442.56,4600,4133.33,4483.08,4548.72,4272.82,4170.26,4344.1,4681.03,4672.31,4825.13,4884.62,4635.38,
3430.26,4446.15,4601.54,4135.38,4482.05,4546.67,4275.38,4170.26,4343.59,4681.03,4672.82,4822.56,4884.1,4631.79,
3430.26,4447.18,4602.05,4136.92,4482.05,4547.69,4275.9,4169.23,4342.05,4681.03,4672.82,4820.51,4885.64,4633.85,
3429.23,4444.62,4601.03,4136.92,4482.56,4547.18,4271.28,4170.26,4343.59,4681.03,4672.31,4824.62,4885.13,4637.44,
3429.74,4444.62,4600.51,4135.38,4484.62,4547.69,4269.74,4171.79,4344.1,4681.03,4671.28,4824.1,4883.08,4636.92,
3430.26,4444.1,4601.54,4134.36,4483.08,4549.23,4272.31,4171.28,4341.03,4681.03,4672.82,4822.05,4884.1,4635.38,
3430.77,4445.13,4602.05,4134.36,4480.51,4548.72,4271.79,4169.23,4341.54,4681.03,4673.85,4824.1,4883.59,4635.38,
3430.26,4446.15,4601.54,4134.36,4483.08,4547.18,4271.79,4168.72,4345.64,4681.03,4670.26,4823.08,4882.05,4635.9,
3428.72,4447.18,4602.56,4134.36,4484.1,4547.69,4273.33,4169.74,4345.64,4680.51,4670.77,4822.05,4883.59,4633.85,
3429.23,4446.15,4602.56,4135.38,4483.59,4549.74,4275.38,4169.74,4342.56,4682.05,4673.85,4824.1,4882.56,4632.82,
3429.74,4445.13,4602.05,4137.44,4483.08,4548.21,4274.36,4169.23,4344.1,4681.03,4671.79,4824.1,4882.56,4635.9,
3429.23,4446.67,4603.08,4136.92,4482.56,4547.69,4270.77,4169.74,4345.64,4679.49,4668.21,4824.62,4883.59,4637.95,
3429.23,4445.64,4603.08,4135.38,4484.1,4549.74,4270.26,4170.26,4343.08,4683.59,4671.79,4825.64,4881.03,4635.9,
3428.72,4443.59,4601.54,4136.41,4484.1,4549.23,4272.31,4169.74,4342.56,4683.59,4673.85,4823.59,4879.49,4635.9,
3430.26,4446.67,4601.03,4137.44,4482.56,4547.18,4274.36,4170.26,4344.1,4682.05,4669.23,4821.03,4882.56,4637.95,
3431.79,4447.18,4602.56,4134.36,4482.05,4547.69,4275.38,4170.77,4342.56,4683.59,4668.21,4823.08,4884.62,4635.38,
3430.26,4445.13,4604.62,4133.33,4484.1,4549.74,4276.41,4170.77,4342.05,4683.08,4672.82,4822.56,4883.08,4631.28,
3428.72,4447.69,4603.08,4135.9,4483.08,4549.74,4277.44,4170.26,4343.59,4683.08,4672.82,4820,4878.46,4632.82,
3429.74,4449.74,4602.56,4134.87,4481.03,4547.69,4274.87,4169.23,4343.08,4684.1,4671.28,4823.08,4878.97,4635.38,
3430.26,4448.21,4604.62,4134.87,4482.56,4548.21,4274.87,4168.72,4343.59,4682.05,4672.31,4826.67,4882.56,4634.36,
